prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?,gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic,Installation,Strat_ID,Strategy / Capability,Scale,Impact_Potential,MSS3,% Impact_Potential,MAJCOM,Installation_Name,Million_BTU_FY24_AEPRR,Energy_Cost($),Total_Facility_SF,Building_Count,Combined_Relevency Score,Row_ID
2937,Energy management protocols are not formalized.,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,96.0,JBA8,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",JB Andrews,49,Priority Load-Shedding Protocol,Installation,26.644736842105264,26.644736842105264,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,86.4,11
2937,Energy management protocols are not formalized.,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,96.0,JBA8,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",JB Andrews,49,Priority Load-Shedding Protocol,Installation,26.644736842105264,26.644736842105264,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,86.4,12
3180,Lacking base-wide UPS maintenance protocol,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,78.0,JBER2,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Opportunity,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,PACAF,JOINT BASE ELMENDORF-RICHARDSON (JBER),1664707.89411808,26575927.9919075,13518194.0,831,70.2,13
3180,Lacking base-wide UPS maintenance protocol,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,78.0,JBER2,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Opportunity,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,ANG,JB ELMENDORF RICHARDSON,83209.09,1552586.28,13518194.0,831,70.2,14
3179,Lacking priority electric load-shedding protocol,22.0,Lacking emergency operations protocol / logistics / alerts / comms,96.0,JBER1,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Gap,22,Lacking emergency operations protocol / logistics / alerts / comms,85.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,100000.0,250000.0,"Enhanced load shedding with emergency operations focus. Includes communications systems, alerts, training, and automated controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,PACAF,JOINT BASE ELMENDORF-RICHARDSON (JBER),1664707.89411808,26575927.9919075,13518194.0,831,86.4,15
3179,Lacking priority electric load-shedding protocol,22.0,Lacking emergency operations protocol / logistics / alerts / comms,96.0,JBER1,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Gap,22,Lacking emergency operations protocol / logistics / alerts / comms,85.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,100000.0,250000.0,"Enhanced load shedding with emergency operations focus. Includes communications systems, alerts, training, and automated controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,ANG,JB ELMENDORF RICHARDSON,83209.09,1552586.28,13518194.0,831,86.4,16
3225,Priority generator fueling protocol has not been established,22.0,Lacking emergency operations protocol / logistics / alerts / comms,96.0,JBER4,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Gap,22,Lacking emergency operations protocol / logistics / alerts / comms,85.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,100000.0,250000.0,"Enhanced load shedding with emergency operations focus. Includes communications systems, alerts, training, and automated controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,PACAF,JOINT BASE ELMENDORF-RICHARDSON (JBER),1664707.89411808,26575927.9919075,13518194.0,831,86.4,17
3225,Priority generator fueling protocol has not been established,22.0,Lacking emergency operations protocol / logistics / alerts / comms,96.0,JBER4,_ALL INSTALLATION,Installation,Power,JOINT BASE ELMENDORF-RICHARDSON (JBER),FXSB,Resilience Gap,22,Lacking emergency operations protocol / logistics / alerts / comms,85.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,100000.0,250000.0,"Enhanced load shedding with emergency operations focus. Includes communications systems, alerts, training, and automated controls.",JBER AK,49,Priority Load-Shedding Protocol,Installation,127.2492577369976,127.2492577369976,1.0,ANG,JB ELMENDORF RICHARDSON,83209.09,1552586.28,13518194.0,831,86.4,18
5913,Hard-drop testing is not conducted regularly,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,75.0,PAT3,_ALL INSTALLATION,Installation,Power,PATRICK SFB,SXHT,Resilience Gap,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",Patrick,49,Priority Load-Shedding Protocol,Installation,100.89461622996897,141.46365783359371,0.7132193368607304,SSC,PATRICK SFB,690133.862066666,16206518.67,7470860.0,889,67.5,19
6728,Monitoring and metering capabilities are limited.,32.0,Lacking or no access to remote controls / operations,90.0,ROB5,_ALL INSTALLATION,Installation,Power,ROBINS AFB,UHHZ,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Robins,52,Installation-wide SCADA System (Energy),Installation,327.4033265049601,436.53776856414567,0.7500000001875,AFMC,ROBINS AFB,1780929.2752022,28047792.43,13656449.0,495,76.5,20
6728,Monitoring and metering capabilities are limited.,32.0,Lacking or no access to remote controls / operations,90.0,ROB5,_ALL INSTALLATION,Installation,Power,ROBINS AFB,UHHZ,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Robins,52,Installation-wide SCADA System (Energy),Installation,327.4033265049601,436.53776856414567,0.7500000001875,ANG,ROBINS AFB (ANG),61988.79,1015375.39,13656449.0,495,76.5,21
6823,Submetering on power systems.,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,85.0,SCH1,_ALL INSTALLATION,Installation,Power,SCHRIEVER SFB,GLEN,Resilience Gap,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",Schriever,49,Priority Load-Shedding Protocol,Installation,97.15473550839405,112.76079609884859,0.8616002978839036,SPOC,SCHRIEVER SFB,432297.628576145,8265389.32666161,2249100.0,133,76.5,22
24,There are no automatic sectionalizers on distribution lines. The base relies on manual operation of switches. This can extend the length of an outage while the faulted section is identified and isolated manually. ,40.0,Lacking electrical transmission distribution controls,95.0,G22,_ALL INSTALLATION,Installation,Power Distribution,ALTUS AFB,AGGN,Resilience Gap,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Altus Air Force Base,52,Installation-wide SCADA System (Energy),Installation,39.560439560439555,59.34065932087912,0.6666666668888888,AETC,ALTUS AFB,259082.315328877,3602602.98366349,2266885.21,161,80.75,23
28,"The three gates and associated final denial barriers have assigned, portable backup generators. However, there is no automatic transfer to backup power generation. There would be a delay to locate, connect, and start the portable backup power generation in an outage. Manual operation of the final denial barriers is impractical and time-consuming.",47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G3,_ALL INSTALLATION,Installation,Backup Power,ALTUS AFB,AGGN,Resilience Gap,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Altus Air Force Base,52,Installation-wide SCADA System (Energy),Installation,39.560439560439555,59.34065932087912,0.6666666668888888,AETC,ALTUS AFB,259082.315328877,3602602.98366349,2266885.21,161,80.75,24
29,The substation lacks an upgraded substation control package that would provide remote control capabilities.,32.0,Lacking or no access to remote controls / operations,95.0,G26,_ALL INSTALLATION,Installation,Power Distribution,ALTUS AFB,AGGN,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Altus Air Force Base,52,Installation-wide SCADA System (Energy),Installation,39.560439560439555,59.34065932087912,0.6666666668888888,AETC,ALTUS AFB,259082.315328877,3602602.98366349,2266885.21,161,80.75,25
48,"During an outage, the base must send personnel to the compromised location, which compared to a grid operatorΓÇÖs ability to reroute the power supply remotely, increases recovery time. Non-critical systems may be shut down to conserve energy during an outage, but shutdown would have to be done manually at the equipment level, where the EMCS is not operational.",32.0,Lacking or no access to remote controls / operations,95.0,G25,_ALL INSTALLATION,Installation,Power Distribution,ALTUS AFB,AGGN,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Altus Air Force Base,52,Installation-wide SCADA System (Energy),Installation,39.560439560439555,59.34065932087912,0.6666666668888888,AETC,ALTUS AFB,259082.315328877,3602602.98366349,2266885.21,161,80.75,26
329,"Upgrades are needed for point of delivery (POD), MV substations.",40.0,Lacking electrical transmission distribution controls,80.0,G31,_ALL INSTALLATION,Installation,Power Distribution,AVIANO AB,ASHE,Conservation Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Aviano AB,52,Installation-wide SCADA System (Energy),Installation,84.85461608211527,84.85461608211527,1.0,USAFE,AVIANO AB,278254.2399664,12121937.0157117,1470866.0,189,68.0,27
130,There is no SCADA system to remotely monitor or control primary intake substation.,32.0,Lacking or no access to remote controls / operations,95.0,G36,_ALL INSTALLATION,Installation,Power Distribution,AVIANO AB,ASHE,Not a Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Aviano AB,52,Installation-wide SCADA System (Energy),Installation,84.85461608211527,84.85461608211527,1.0,USAFE,AVIANO AB,278254.2399664,12121937.0157117,1470866.0,189,80.75,28
330,There is no SCADA system to remotely monitor or control primary intake substation.,32.0,Lacking or no access to remote controls / operations,95.0,G35,_ALL INSTALLATION,Installation,Power Distribution,AVIANO AB,ASHE,Not a Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Aviano AB,52,Installation-wide SCADA System (Energy),Installation,84.85461608211527,84.85461608211527,1.0,USAFE,AVIANO AB,278254.2399664,12121937.0157117,1470866.0,189,80.75,29
394,"Remote monitoring and controls is limited, increasing response and recovery times to system failures",32.0,Lacking or no access to remote controls / operations,95.0,BEA5,_ALL INSTALLATION,Installation,Power,BEALE AFB,BAEY,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Beale,52,Installation-wide SCADA System (Energy),Installation,105.46846155659195,175.78076929614272,0.5999999998800001,ACC,BEALE AFB,299365.360755613,7191994.68007887,3240612.0,274,80.75,30
1081,Transfer switches and sectionalizers are in place to reroute power if there is a fault but are manual.,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,DOV20,_ALL INSTALLATION,Installation,Power Distribution,DOVER AFB,FJXT,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Dover,52,Installation-wide SCADA System (Energy),Installation,179.8272357723577,179.8272357723577,1.0,AMC,DOVER AFB,404725.86965,7161633.14,3865854.0,200,80.75,31
1111,"No remote substation controls and monitoring systems, such as SCADA, are in-place at the substations. The Energy Readiness Resiliency Exercise (ERRE) illustrated the benefits of centrally managed controls and monitoring capabilities.",32.0,Lacking or no access to remote controls / operations,95.0,DOV22,_ALL INSTALLATION,Installation,Power Distribution,DOVER AFB,FJXT,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Dover,52,Installation-wide SCADA System (Energy),Installation,179.8272357723577,179.8272357723577,1.0,AMC,DOVER AFB,404725.86965,7161633.14,3865854.0,200,80.75,32
1353,Automatic sectionalizers on power distributions,40.0,Lacking electrical transmission distribution controls,95.0,EDW6,_ALL INSTALLATION,Installation,Power,EDWARDS AFB,FSPM,Resilience Gap,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Edwards,52,Installation-wide SCADA System (Energy),Installation,133.3265713795233,222.2109523436477,0.59999999988,AFMC,EDWARDS AIR FORCE BASE,765565.195823745,21574628.5004612,7140764.38,698,80.75,33
1368,Substation controls upgrade,40.0,Lacking electrical transmission distribution controls,95.0,EDW9,_ALL INSTALLATION,Installation,Power,EDWARDS AFB,FSPM,Resilience Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Edwards,52,Installation-wide SCADA System (Energy),Installation,133.3265713795233,222.2109523436477,0.59999999988,AFMC,EDWARDS AIR FORCE BASE,765565.195823745,21574628.5004612,7140764.38,698,80.75,34
1375,Remote substation controls / operations,32.0,Lacking or no access to remote controls / operations,95.0,EDW7,_ALL INSTALLATION,Installation,Power,EDWARDS AFB,FSPM,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Edwards,52,Installation-wide SCADA System (Energy),Installation,133.3265713795233,222.2109523436477,0.59999999988,AFMC,EDWARDS AIR FORCE BASE,765565.195823745,21574628.5004612,7140764.38,698,80.75,35
1321,Microgrid with islanding capability,71.0,Lacking advanced grid control/integration capabilities,75.0,EDW5,_ALL INSTALLATION,Installation,Power,EDWARDS AFB,FSPM,Resilience Opportunity,71,Lacking advanced grid control/integration capabilities,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,275000.0,650000.0,"Comprehensive SCADA with advanced grid integration capabilities. Includes controllers, communications, and software for grid services.",Edwards,52,Installation-wide SCADA System (Energy),Installation,133.3265713795233,222.2109523436477,0.59999999988,AFMC,EDWARDS AIR FORCE BASE,765565.195823745,21574628.5004612,7140764.38,698,63.75,36
1472,Some locations have multiple feeds but no automatic switching between feeds.,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,EGL3,_ALL INSTALLATION,Installation,Power,EGLIN AFB,FTFA,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Eglin,52,Installation-wide SCADA System (Energy),Installation,176.55016314053657,235.40021746186537,0.7500000001875,AFMC,EGLIN AFB,1319786.98,22593423.96,11794556.43,1214,80.75,37
1690,Substation interconnection transfer switch is manual.,40.0,Lacking electrical transmission distribution controls,95.0,FAI17,_ALL INSTALLATION,Installation,Power Distribution,FAIRCHILD AFB,GJKZ,Resilience Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Fairchild,52,Installation-wide SCADA System (Energy),Installation,16.666666666666668,16.666666666666668,1.0,AMC,FAIRCHILD AFB,388282.825371756,3399702.042408,4220487.0,266,80.75,38
1690,Substation interconnection transfer switch is manual.,40.0,Lacking electrical transmission distribution controls,95.0,FAI17,_ALL INSTALLATION,Installation,Power Distribution,FAIRCHILD AFB,GJKZ,Resilience Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Fairchild,52,Installation-wide SCADA System (Energy),Installation,16.666666666666668,16.666666666666668,1.0,ANG,FAIRCHILD AFB (ANG),20765.59,257742.88,4220487.0,266,80.75,39
1764,Basewide SCADA System (Minor),32.0,Lacking or no access to remote controls / operations,95.0,FEW7,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,80.75,40
1749,Electrical System Failure Forensics Capacity (Minor),58.0,Lacking adequate diagnostic capabilities/equipment for system failures,95.0,FEW10,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,80.75,41
1750,Electrical System Failure Forensics Capacity  (Minor),58.0,Lacking adequate diagnostic capabilities/equipment for system failures,95.0,FEW26,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,80.75,42
